pwsid,name,state,counties_served,cities_served,population_served,service_connections,owner_type,source_water_type,violations_total_ever,violations_health_based_ever,violations_health_based_last5y,violations_health_based_currently_unaddressed,most_recent_violation_date,most_recent_health_violation_date,contaminants_ever_flagged,last_reported_date
NY3401164,RUSHVILLE VILLAGE,NY,Ontario,RUSHVILLE (V),2341,305,L,SW,8,1,0,0,2025-05-10,2006-01-07,TTHM,06/25/2026
VA2015150,"CRAIGSVILLE, TOWN OF",VA,Augusta,CRAIGSVILLE,2340,451,L,GU,5,0,0,0,2025-01-11,,,05/19/2026
093200373,Las Vegas Paiute Snow Mountain,NV,,Las Vegas Snow Mountain,2340,23,N,GW,241,4,2,1,2026-07-12,2026-07-12,Coliform (TCR); Groundwater Rule,06/30/2026
OH6402303,PORTERSVILLE EAST BRANCH WATER CO.,OH,Perry,MALTA,2340,959,L,GWP,18,15,0,0,2008-01-04,2008-01-04,Coliform (TCR); TTHM,05/15/2026
SD4600346,VOLGA,SD,Brookings,VOLGA,2340,1082,L,GW,8,0,0,0,2012-01-08,,,06/17/2026
TX0030029,WOODLAWN WSC,TX,Angelina,LUFKIN,2339,735,L,GWP,27,12,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS; TTHM,06/26/2026
ME0090440,DEXTER UTILITY  DISTRICT,ME,Penobscot,DEXTER,2338,935,L,SW,10,4,0,0,2024-01-07,2005-08-04,Lead and Copper Rule; Surface Water Treatment Rule,05/13/2026
TX1011973,TIMBERCREST VILLAGE,TX,Harris,SPRING,2337,779,P,GW,7,0,0,0,2016-06-12,,,06/26/2026
WA5388370,TIMBERLAKE COMMUNITY CLUB INC,WA,Mason,SHELTON,2337,1058,P,GW,21,1,0,0,2008-01-04,1996-01-06,Coliform (TCR),06/19/2026
NM3506829,QUESTA WATER SYSTEM,NM,Taos,QUESTA,2337,820,L,GW,50,14,2,2,2028-04-02,2024-03-08,Coliform (TCR); Groundwater Rule,06/16/2026
MI0001470,CLINTON,MI,Lenawee,CLINTON,2336,878,L,GW,32,1,1,0,2025-01-07,2023-01-01,Lead and Copper Rule,06/23/2026
PA7380028,NEWMANSTOWN WATER AUTH,PA,Lebanon,NEWMANSTOWN,2335,1038,L,GW,60,1,0,0,2023-01-12,2006-01-09,Coliform (TCR),06/15/2026
CA3510002,"SAN JUAN BAUTISTA, CITY OF",CA,San Benito,SAN JUAN BAUTISTA,2335,834,L,GW,11,7,1,1,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS; Nitrate; Nitrate-Nitrite,06/22/2026
ID1110042,CABINET MOUNTAINS WATER DIST,ID,Boundary,BONNERS FERRY,2335,928,M,GW,13,0,0,0,2018-01-09,,,06/26/2026
AR0000889,SOUTHWEST ARKANSAS WATER SYSTEM,AR,Hempstead,HOPE,2335,892,P,SWP,36,31,3,0,2025-01-06,2025-01-04,Lead and Copper Rule; TTHM; Total Haloacetic Acids (HAA5),05/12/2026
TX1830011,PANOLA-BETHANY WSC,LA,Panola,BETHANY,2334,778,L,GW,12,2,0,0,2025-01-07,2010-01-05,Coliform (TCR),06/26/2026
TX1700847,MONTGOMERY COUNTY MUD 96,TX,Montgomery,HOUSTON,2334,778,L,GW,1,0,0,0,2018-01-07,,,06/26/2026
MS0610040,SW RANKIN WATER ASSOCIATION #2,MS,Rankin,FLORENCE,2334,884,M,GW,148,1,0,0,2024-01-01,2014-01-04,Coliform (TCR),05/18/2026
KS2004102,"HERINGTON, CITY OF",KS,Dickinson,HERINGTON,2332,1172,L,SW,63,49,2,0,2026-01-02,2026-01-01,"Atrazine; Bromate; CARBON, TOTAL; TTHM",05/15/2026
AZ0412009,VALLE VERDE WATER COMPANY - EAST,AZ,Santa Cruz,NOGALES,2331,815,P,GW,228,6,0,1,2026-07-10,2021-01-07,"Coliform (TCR); Gross Alpha, Excl. Radon and U; Groundwater Rule; Tetrachloroethylene",05/14/2026
WA5322617,BADGER MOUNTAIN IRRIGATION DISTRICT,WA,Benton,Kennewick,2331,914,L,SWP,77,9,7,0,2024-01-01,2024-01-01,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),06/19/2026
FL4564006,SPANISH LAKES COUNTRY CLUB VILLAGE,FL,St. Lucie,FORT PIERCE,2331,1295,P,GW,60,8,1,1,2025-01-12,2025-01-02,LEAD AND COPPER RULE REVISIONS; TTHM; Total Haloacetic Acids (HAA5),05/18/2026
TX2300033,CITY OF EAST MOUNTAIN,TX,Upshur,GILMER,2331,779,L,GW,11,1,1,0,2027-04-04,2025-05-10,LEAD AND COPPER RULE REVISIONS,06/26/2026
TX2270382,KELLY LANE WCID 1,TX,Travis,AUSTIN,2331,770,L,GWP,5,0,0,0,2014-01-07,,,06/26/2026
TX0140174,CENTRAL TEXAS COLLEGE KILLEEN,TX,Bell,KILLEEN,2330,67,L,SWP,27,4,2,1,2027-04-04,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Lead and Copper Rule,06/26/2026
IL1570010,EGYPTIAN WATER COMPANY,IL,Randolph,NASHVILLE,2330,983,P,SWP,20,16,0,0,2025-02-07,2017-01-10,"CARBON, TOTAL; Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",05/27/2026
TX2200047,CITY OF DALWORTHINGTON GARDENS,TX,Tarrant,DALWORTHINGTON GARDENS,2330,1082,L,SWP,25,0,0,0,2022-03-04,,,06/26/2026
WV3301601,MOOREFIELD MUNICIPAL WATER,WV,Hardy,MOOREFIELD,2328,1275,L,SW,155,1,0,0,2023-04-11,2020-01-02,Long Term 2 Enhanced Surface Water Treatment Rule,05/19/2026
WV3301719,GREATER HARRISON PSD - QUIET DELL,WV,Harrison,NUTTER FORT,2328,984,L,SWP,36,1,0,0,2026-03-02,2013-01-04,TTHM,05/19/2026
IA5728018,ELY WATER SUPPLY,IA,Linn,ELY,2328,853,L,GW,7,0,0,0,2019-01-05,,,06/17/2026
CA2710016,LITTLE BEAR WATER COMPANY,CA,Monterey,SOLEDAD,2327,703,P,GW,12,4,1,0,2027-06-01,2027-06-01,Coliform (TCR); Groundwater Rule; Nitrate,06/22/2026
MS0160011,NORTH COVINGTON W/A-SOUTH,MS,Covington,MOUNT OLIVE,2326,881,M,GW,71,0,0,0,2024-01-01,,,05/18/2026
MT0000628,RAE WATER AND SEWER DIST 313,MT,Gallatin,BOZEMAN,2325,950,L,GW,54,4,0,0,2023-01-10,2014-01-11,Coliform (TCR),06/29/2026
OK2001602,COMANCHE CO RWD #3,OK,Comanche,LAWTON,2325,1020,L,SWP,47,9,0,0,2021-01-07,1998-06-06,Coliform (TCR); Nitrate,05/13/2026
OH6701412,GARRETTSVILLE VILLAGE PWS,OH,Portage,GARRETTSVILLE,2325,1063,L,GW,7,0,0,0,1992-01-01,,,05/15/2026
SD4600881,CLARK RURAL WATER SYSTEM,SD,Clark; Codington; Day; Hamlin,CLARK; FLORENCE,2325,1080,P,GW,34,1,0,0,2012-07-12,2004-01-01,Acrylamide,06/17/2026
AL0001513,MID-CENTRAL WATER AUTHORITY,AL,Clarke,FULTON,2325,775,L,SWP,15,13,0,0,2021-01-07,2021-01-07,TTHM; Total Haloacetic Acids (HAA5),05/18/2026
AR0000693,GATEWAY PUBLIC WATER AUTHORITY,AR,Benton,GATEWAY,2325,930,L,SWP,14,0,0,0,2019-01-01,,,05/12/2026
CA5310002,TRINITY CO. W.W. DIST #1,CA,Trinity,HAYFORK,2324,601,L,SW,5,1,0,0,2023-01-10,1995-01-07,Coliform (TCR),06/22/2026
PA2660036,AQUA PA FACTORYVILLE,PA,Wyoming,WHITE HAVEN,2323,272,P,GW,36,0,0,0,2023-01-10,,,06/15/2026
MS0760005,CITY OF HOLLANDALE,MS,Washington,HOLLANDALE,2323,997,L,GW,89,8,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/18/2026
TN0000859,JACKSON COUNTY U.D. #4,TN,Jackson,GAINESBORO,2323,942,L,GUP,8,0,0,0,2025-01-07,,,05/14/2026
NC0181038,ELLENBORO TOWN OF,NC,Rutherford,ELLENBORO,2322,914,L,SWP,40,1,1,1,2026-11-10,2025-05-10,LEAD AND COPPER RULE REVISIONS,06/26/2026
IL1970410,AQUA ILLINOIS-TIMBER RIDGE,IL,Cook,MATTESON,2322,711,P,GWP,0,0,0,0,,,,05/27/2026
TX0460265,GBRA JOHNSON RANCH SUBDIVISION,TX,Comal,NEW BRAUNFELS,2322,774,L,SWP,8,3,2,0,2026-01-01,2026-01-01,Lead and Copper Rule; TTHM,06/26/2026
IL0330150,OBLONG,IL,Crawford,OBLONG,2321,1150,L,GWP,3,0,0,0,2017-01-07,,,05/27/2026
NM3526920,LOGAN WATER SYSTEM,NM,Quay,LOGAN,2321,1018,L,GW,16,7,0,0,2023-12-11,2020-03-12,Coliform (TCR); Groundwater Rule,06/16/2026
MS0740005,TOWN OF TYLERTOWN,MS,Walthall,TYLERTOWN,2321,911,L,GW,73,0,0,0,2012-01-07,,,05/18/2026
CA3610114,CLAWA,CA,San Bernardino,CRESTLINE,2320,1236,S,SW,1,0,0,0,,,,06/22/2026
CO0135721,SPRING CANYON WSD,CO,Larimer,FORT COLLINS,2320,565,L,SWP,51,1,0,0,2020-11-09,2006-01-07,Lead and Copper Rule,06/17/2026
MN1830004,Madelia,MN,Watonwan,Madelia,2319,897,L,GW,7,1,1,0,2026-01-04,2026-01-04,Lead and Copper Rule,05/28/2026
TX1090073,WHITE BLUFF,TX,Hill,AUSTIN,2319,773,P,GW,68,1,0,0,2025-10-03,1993-01-10,Coliform (TCR),06/26/2026
SC0750002,WATER OAK UTILITY CO (SC0750002),SC,Beaufort,HILTON HEAD ISLAND,2318,1079,L,SWP,11,2,2,0,2024-01-01,2024-01-01,TTHM,06/29/2026
KS2015902,"STERLING, CITY OF",KS,Rice,STERLING,2318,995,L,GW,17,6,0,0,2025-01-01,2011-01-04,Combined Uranium; Nitrate,05/15/2026
MS0510001,"BEULAH HUBBARD WATER ASSN, INC",MS,Newton,DECATUR,2318,878,M,GW,74,0,0,0,2024-01-01,,,05/18/2026
MS0020014,PRENTISS-ALCORN WATER ASSN,MS,Alcorn,RIENZI,2318,940,M,GW,90,1,0,0,2024-01-01,1991-01-05,Coliform (TCR),05/18/2026
TX1050184,HEADWATERS AT BARTON CREEK,TX,Hays,ROUND ROCK,2315,774,L,SWP,7,0,0,0,2027-06-12,,,06/26/2026
IL0610400,WHITE HALL,IL,Greene,WHITE HALL,2313,1010,L,GW,49,12,1,0,2026-10-08,2025-05-10,Atrazine; LEAD AND COPPER RULE REVISIONS; Nitrate,05/27/2026
LA1063019,UTILITIES INC - FRENCH  SETTLEMENT,LA,Livingston Parish,MANDEVILLE,2313,771,P,GW,3,1,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS,06/23/2026
TX0370015,ALTO RURAL WSC COLDSPRINGS PLANT,TX,Cherokee,ALTO,2313,771,L,GW,39,4,1,0,2027-06-12,2025-05-10,LEAD AND COPPER RULE REVISIONS; TTHM,06/26/2026
OK2000716,COLBERT PUA,OK,Bryan,COLBERT,2312,1043,L,GW,49,4,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/13/2026
WI6030132,CUMBERLAND WATERWORKS,WI,Barron,CUMBERLAND,2311,855,L,GW,13,5,0,0,2015-01-01,2011-01-07,Coliform (TCR),05/29/2026
TX2420001,SHAMROCK MUNICIPAL WATER SYSTEM,TX,Wheeler,SHAMROCK,2311,1267,L,GW,39,7,1,0,2025-01-03,2022-01-07,Coliform (TCR); Nitrate,06/26/2026
TX1010388,SHASLA PUD,TX,Harris,HOUSTON,2310,770,L,GW,0,0,0,0,,,,06/26/2026
NH0142010,LOCKE LAKE,NH,Belknap,BARNSTEAD,2308,923,P,SW,74,9,0,0,2018-01-04,2018-01-04,Arsenic; Coliform (TCR),06/23/2026
MI0003280,HUDSON,MI,Lenawee,HUDSON,2307,960,L,GW,6,2,0,0,2020-01-01,2000-01-11,Coliform (TCR),06/23/2026
TX1013632,HARRIS COUNTY MUD 422,TX,Harris,HOUSTON,2307,769,L,SWP,1,0,0,0,2024-01-01,,,06/26/2026
OK1010812,WYNNEWOOD WATER & LIGHT,OK,Garvin,WYNNEWOOD,2307,1023,L,SW,91,49,1,0,2025-05-10,2025-05-10,"CARBON, TOTAL; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",05/13/2026
KY0060338,OWINGSVILLE WATER WORKS,KY,Bath,OWINGSVILLE,2307,873,L,SWP,52,5,1,0,2022-01-01,2022-01-01,Coliform (TCR); Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),06/18/2026
MS0570005,CITY OF MAGNOLIA,MS,Pike,MAGNOLIA,2307,874,L,GW,164,2,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/18/2026
WV3304602,MOUNTAIN VIEW WATER ASSOC,WV,Taylor,PRUNTYTOWN,2306,933,L,SWP,29,1,0,0,2027-06-12,2020-03-04,Long Term 2 Enhanced Surface Water Treatment Rule,05/19/2026
IA5009056,COLFAX WATER SUPPLY,IA,Jasper,COLFAX,2305,938,L,GW,12,2,0,0,2011-01-07,1994-01-10,Coliform (TCR),06/17/2026
IN5238001,DUNKIRK WATER DEPARTMENT,IN,Jay,DUNKIRK,2305,967,L,GW,11,0,0,0,2025-01-10,,,06/30/2026
LA1015050,DOGWOOD SOUTH WATER SYSTEM,LA,Bossier Parish,BENTON,2304,768,P,GW,3,1,1,0,2024-01-07,2024-01-01,Lead and Copper Rule,06/23/2026
LA1125006,TOWN OF ST FRANCISVILLE WATER SYSTEM,LA,West Feliciana Parish,ST. FRANCISVILLE,2304,768,L,GW,7,2,0,0,2023-01-07,1997-01-12,Coliform (TCR),06/23/2026
WI2650149,WALWORTH WATERWORKS,WI,Walworth,WALWORTH,2304,853,L,GW,21,2,0,0,2024-01-10,2021-03-02,Coliform (TCR); Groundwater Rule,05/29/2026
TX0810034,SOUTHERN OAKS WATER SUPPLY,,Freestone,,2304,768,P,GW,6,0,0,0,2026-01-04,,,06/26/2026
VA2079590,MOUNTAIN LAKES WATER COMPANY,,Greene,,2304,854,P,GW,184,8,4,2,2025-12-08,2025-01-08,Coliform (TCR); Groundwater Rule; Revised Total Coliform Rule,05/19/2026
NY1303216,CHELSEA RIDGE APARTMENTS,NY,Dutchess,WAPPINGER (T),2303,835,P,GWP,8,2,0,0,2019-01-01,2002-01-08,Coliform (TCR),06/25/2026
FL2554334,JEA: PONCE DE LEON GRID,FL,St. Johns,PONTE VEDRA BEACH,2303,872,P,GW,7,1,0,0,2024-01-11,2003-01-06,Coliform (TCR),05/18/2026
KY0230987,LIBERTY WATER WORKS,KY,Casey,LIBERTY,2302,961,L,SW,221,26,0,0,2024-01-04,2013-01-07,"CARBON, TOTAL; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",06/18/2026
NC0351035,"FOUR OAKS, TOWN OF",NC,Johnston,FOUR OAKS,2302,1599,L,SWP,39,11,4,0,2025-01-04,2023-01-04,Coliform (TCR); TTHM,06/26/2026
MS0670008,TOWN OF MOORHEAD,MS,Sunflower,MOORHEAD,2301,583,L,GW,224,0,0,0,2023-01-07,,,05/18/2026
TX2320001,CITY OF SABINAL,TX,Uvalde,SABINAL,2301,767,L,GW,37,2,1,1,2027-06-12,2025-05-10,LEAD AND COPPER RULE REVISIONS; Revised Total Coliform Rule,06/26/2026
TX1010718,HARRIS COUNTY MUD 44,TX,Harris,HOUSTON,2301,767,L,GW,5,1,0,0,2015-01-10,1992-01-06,Coliform (TCR),06/26/2026
TX1550017,BOLD SPRINGS WSC,TX,McLennan,WEST,2301,767,L,GW,6,0,0,0,2025-01-10,,,06/26/2026
AL0001505,BIG WILLS WATER & FIRE PRO AUTHORITY,AL,Etowah,ATTALLA,2301,767,L,GW,61,1,0,0,2021-01-01,2012-01-07,Coliform (TCR),05/18/2026
NC0351030,"KENLY, TOWN OF",NC,Johnston,KENLY,2301,839,L,SWP,65,18,6,0,2025-01-07,2025-01-07,Coliform (TCR); TTHM,06/26/2026
VA1063220,FLOYD-FLOYD CO PSA,VA,Floyd,FLOYD,2300,559,L,GW,32,7,1,0,2026-06-12,2025-01-06,Coliform (TCR); Lead and Copper Rule; Revised Total Coliform Rule,05/19/2026
MS0670004,CITY OF DREW,MS,Sunflower,DREW,2300,733,L,GW,246,8,1,0,2025-05-10,2025-05-10,Coliform (TCR); Groundwater Rule; LEAD AND COPPER RULE REVISIONS,05/18/2026
OK4001117,CHEROKEE CO. RWD #3 (GRANDVIEW),OK,Cherokee,TAHLEQUAH,2300,1549,L,SWP,18,0,0,0,2019-01-04,,,05/13/2026
NY3202384,BOONVILLE VILLAGE,NY,Oneida,BOONVILLE (T); BOONVILLE (V),2300,900,L,GW,26,0,0,0,2023-01-01,,,06/25/2026
NY5404421,NEWFIELD WDS,NY,Tompkins,NEWFIELD (T),2300,308,L,GW,2,0,0,0,2025-05-10,,,06/25/2026
IL0490050,ALTAMONT,IL,Effingham,ALTAMONT,2300,1100,L,SW,23,6,2,0,2023-01-07,2023-01-07,Interim Enhanced Surface Water Treatment Rule; TTHM,05/27/2026
IL0975520,LAKE BARRINGTON SHORES SUBDIVSION,IL,Lake,LAKE BARRINGTON,2300,256,P,GW,63,5,1,1,2026-10-08,2025-05-10,Barium; LEAD AND COPPER RULE REVISIONS; Lead and Copper Rule,05/27/2026
OH4200403,GAMBIER VILLAGE PWS,OH,Knox,GAMBIER,2300,357,L,GWP,13,2,0,0,2024-01-01,1992-01-02,Coliform (TCR),05/15/2026
NY1500283,CHESTERFIELD WD,NY,Essex,CHESTERFIELD (T),2300,1000,L,SW,126,48,0,0,2018-01-04,2018-01-04,Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/25/2026
IN5283003,CLINTON TOWNSHIP WATER COMPANY,IN,Vermillion,CLINTON,2300,850,L,GW,7,0,0,0,2025-01-07,,,06/30/2026
OK2001204,CHOCTAW CO. RWD #1,OK,Choctaw,GRANT,2300,955,L,GW,69,25,5,0,2025-05-10,2025-05-10,Coliform (TCR); Combined Radium (-226 and -228); LEAD AND COPPER RULE REVISIONS,05/13/2026
OK3006101,HARTSHORNE,OK,Pittsburg,HARTSHORNE,2300,899,L,SWP,110,58,19,0,2026-05-09,2024-01-10,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),05/13/2026
NY4404392,NORFOLK WATER DISTRICT,NY,St. Lawrence,NORFOLK (T),2300,775,L,GW,73,3,0,0,2024-01-10,2008-01-10,Surface Water Treatment Rule; TTHM,06/25/2026
CO0134030,BAYFIELD TOWN OF,CO,La Plata,BAYFIELD,2300,1200,L,SW,11,1,0,0,2019-01-02,2002-01-09,Surface Water Treatment Rule,06/17/2026
IL1394040,ARTHUR,IL,Moultrie,ARTHUR,2300,1195,L,GW,3,0,0,0,2020-01-01,,,05/27/2026
MI0003670,L'ANSE,MI,Baraga,L'ANSE,2300,1181,L,SW,12,2,1,0,2024-03-02,2023-08-01,Stage 1 Disinfectants and Disinfection Byproducts Rule; Surface Water Treatment Rule,06/23/2026
PA3060047,LEESPORT BOROUGH,PA,Berks,LEESPORT,2300,924,L,GW,43,6,0,0,2026-01-02,2012-01-12,Coliform (TCR); Groundwater Rule,06/15/2026
SC1810001,ST GEORGE TOWN OF (SC1810001),SC,Dorchester,ST. GEORGE,2300,1006,L,GW,6,0,0,0,2022-01-10,,,06/29/2026
NY0501726,WEEDSPORT VILLAGE,NY,Cayuga,WEEDSPORT (V),2300,753,L,SWP,0,0,0,0,,,,06/25/2026
TX1060001,CANADIAN MUNICIPAL WATER SYSTEM,TX,Hemphill,CANADIAN,2300,1267,L,GW,5,0,0,0,2025-02-07,,,06/26/2026
AK2120143,WRANGELL,AK,,WRANGELL,2300,1060,N,SW,110,29,1,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/19/2026
OR4100926,"WALDPORT, CITY OF",OR,Lincoln,WALDPORT,2300,1392,L,SW,97,17,0,0,2025-01-07,1998-01-12,Surface Water Treatment Rule,06/26/2026
ME0090650,HALLOWELL WATER DISTRICT,ME,Kennebec,HALLOWELL,2300,920,L,GW,0,0,0,0,,,,05/13/2026
PA6200014,AQUA PA CRAWFORD DIV,PA,Crawford,SHARON,2300,1152,P,GW,76,3,0,0,2017-01-01,2015-01-04,Coliform (TCR); Groundwater Rule,06/15/2026
NY5404417,TRUMANSBURG VILLAGE,NY,Tompkins,TRUMANSBURG (V),2300,730,L,GW,5,0,0,0,2025-05-10,,,06/25/2026
MA4336007,SOUTHFIELD REDEVELOPEMENT AUTHORITY,MA,Norfolk,WEYMOUTH,2300,200,L,SWP,2,0,0,0,2018-01-10,,,06/22/2026
CO0125710,GRANBY TOWN OF SOUTH SERVICE AREA,CO,Grand,GRANBY,2300,765,L,GU,6,0,0,0,2026-01-03,,,06/17/2026
NY2800137,CANAJOHARIE (V) WATER WORKS,NY,Montgomery,CANAJOHARIE (V),2300,850,L,SW,29,3,0,0,2024-01-07,1997-01-12,Surface Water Treatment Rule,06/25/2026
NJ0407001,BROOKLAWN WATER DEPARTME,NJ,Camden,BROOKLAWN BORO-0407,2300,940,L,GW,29,0,0,0,2026-06-12,,,06/30/2026
FL2211188,TRENTON WATER DEPARTMENT,FL,Gilchrist,TRENTON,2300,930,L,GW,24,4,0,0,2023-01-05,2000-01-09,"Coliform (TCR); Thallium, Total",05/18/2026
AR0000339,CARLISLE WATERWORKS,AR,Lonoke,CARLISLE,2300,932,L,GW,3,2,0,0,2019-01-04,1996-01-08,Coliform (TCR),05/12/2026
IN5223005,VEEDERSBURG MUNICIPAL WATER SUPPLY,IN,Fountain,VEEDERSBURG,2299,986,L,GW,28,0,0,0,2016-01-12,,,06/30/2026
TX1550035,LEVI WSC,TX,McLennan,LORENA,2298,766,L,GW,12,3,0,0,2023-06-12,1985-03-10,Fluoride,06/26/2026
OH5201412,SEVILLE VILLAGE PWS,OH,Medina,SEVILLE,2296,1275,L,GW,16,3,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/15/2026
TX0360001,CITY OF ANAHUAC,TX,Chambers,ANAHUAC,2296,919,L,SWP,42,30,0,0,2025-02-07,2018-01-05,Chlorine dioxide; Interim Enhanced Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/26/2026
TX0010024,NECHES WSC,TX,Anderson,NECHES,2295,765,L,GW,4,1,0,0,2024-01-09,1993-01-07,Coliform (TCR),06/26/2026
IL0855050,PRAIRIE PATH WATER COMPANY-GALENA,IL,Jo Daviess,GALENA,2294,2294,P,GW,13,7,0,0,2021-01-10,2021-01-10,Coliform (TCR); Combined Radium (-226 and -228),05/27/2026
WV3301008,DANESE PSD,WV,Fayette,DANESE,2294,981,L,GW,14,1,0,0,2025-02-07,2017-01-01,Nitrite,05/19/2026
LA1111012,POINT WILHITE WS,LA,Union Parish,DOWNSVILLE,2292,764,P,GW,70,35,3,0,2026-10-01,2026-01-01,Coliform (TCR); Groundwater Rule; TTHM,06/23/2026
GA3190001,GORDON,GA,Wilkinson,GORDON,2291,850,L,GW,27,6,0,0,2025-02-07,2015-01-12,Coliform (TCR),06/12/2026
TX0960002,CITY OF MEMPHIS,TX,Hall,MEMPHIS,2290,1022,L,GW,19,2,1,1,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS; Nitrate,06/26/2026
TX2340014,MYRTLE SPRINGS WSC,TX,Van Zandt,CANTON,2289,763,L,GW,31,0,0,0,2025-01-07,,,06/26/2026
KS2007306,"EUREKA, CITY OF",KS,Greenwood,EUREKA,2289,1476,L,SW,35,0,0,0,2025-05-10,,,05/15/2026
MA1311000,WARREN WATER DISTRICT,MA,Worcester,WARREN,2289,643,L,GW,13,7,0,0,2011-01-09,2011-01-09,Coliform (TCR); Lead and Copper Rule,06/22/2026
TX1011704,HARRIS COUNTY MUD 58,TX,Harris,CYPRESS,2289,763,L,GW,30,25,0,0,2025-02-07,2013-01-10,Arsenic,06/26/2026
WV3305302,ELIZABETH WATER DEPT,WV,Wirt,ELIZABETH,2289,1043,L,SWP,55,2,0,0,2025-01-10,2020-01-10,TTHM; Total Haloacetic Acids (HAA5),05/19/2026
OH6205111,CARROLL WATER AND SEWER,OH,Ottawa,OAK HARBOR,2288,1436,L,SW,9,2,0,0,2026-06-12,2015-01-07,TTHM; Total Haloacetic Acids (HAA5),05/15/2026
NC0363114,WOODLAKE WATER & SEWER INC,NC,Moore,VASS,2287,915,P,SWP,31,1,0,0,2013-01-06,1994-01-07,Lead and Copper Rule,06/26/2026
NM3530827,ELEPHANT BUTTE WATER SYSTEM,NM,Sierra,ELEPHANT BUTTE,2286,1073,L,GW,8,2,0,0,2014-01-09,2006-01-08,Coliform (TCR); Fluoride,06/16/2026
TX0660001,DUVAL COUNTY CRD BENAVIDES,TX,Duval,BENAVIDES,2285,635,L,GW,171,125,34,1,2027-06-06,2026-01-04,Arsenic; Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Revised Total Coliform Rule,06/26/2026
MS0160010,WILLOW GROVE WATER ASSN,MS,Covington,COLLINS,2284,865,M,GW,227,4,0,0,2024-01-01,2012-01-06,Coliform (TCR),05/18/2026
KY1000050,BURNSIDE WATER COMPANY,KY,Pulaski,BURNSIDE,2284,599,P,SW,62,9,0,0,2018-01-01,2017-01-04,Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),06/18/2026
IA0743057,LA PORTE CITY UTILITIES,IA,Black Hawk,LA PORTE CITY,2284,950,L,GW,11,2,0,0,2022-01-04,1981-11-04,Combined Radium (-226 and -228),06/17/2026
TX0330002,PANHANDLE MUNICIPAL WATER SYSTEM,TX,Carson,PANHANDLE,2284,1334,L,GW,14,2,0,0,2027-06-12,2013-01-08,Coliform (TCR),06/26/2026
LA1013013,TOWN OF RINGGOLD WATER SYSTEM,LA,Bienville Parish,RINGGOLD,2283,705,L,GW,30,13,5,2,2025-12-02,2025-12-02,Coliform (TCR); Groundwater Rule; Lead and Copper Rule,06/23/2026
NY4500164,CORINTH VILLAGE,NY,Saratoga,CORINTH (V),2283,906,L,GU,53,3,0,0,2017-01-12,2017-01-12,Stage 1 Disinfectants and Disinfection Byproducts Rule; Surface Water Treatment Rule,06/25/2026
SC2110012,COWARD TOWN OF (SC2110012),SC,Florence,COWARD,2283,971,L,GW,2,0,0,0,2008-01-01,,,06/29/2026
TX2000003,CITY OF WINTERS,TX,Runnels,WINTERS,2281,1404,L,SW,96,11,1,0,2027-07-05,2025-01-04,Interim Enhanced Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/26/2026
KS2005913,FRANKLIN CO RWD 4,KS,Franklin,WILLIAMSBURG,2281,890,L,SWP,16,4,0,0,2023-01-11,2020-01-04,Coliform (TCR); Total Haloacetic Acids (HAA5),05/15/2026
IL0312530,PROSPECT HEIGHTS,IL,Cook,PROSPECT HEIGHTS,2280,494,L,SWP,12,9,0,0,2025-01-01,2010-01-08,Coliform (TCR); Combined Radium (-226 and -228); Lead and Copper Rule,05/27/2026
OK3005106,MUSKOGEE CO. RWD #1 (OKTAHA),OK,Muskogee,OKTAHA,2280,932,L,SWP,103,67,21,0,2027-06-12,2025-01-10,TTHM; Total Haloacetic Acids (HAA5),05/13/2026
